model,target,target_name,state,intended_p_A,intended_p_A_lower,intended_p_A_upper,intended_answer,assisted_intended_crop,highest_unrelated_lower,highest_unrelated_upper,highest_unrelated_upper_object,intended_response
qwen3.5:9b,Gear_Large,Large gear,original,0.9774237276824911,0.9774237276824911,0.9774237276824911,A,False,0.9770920881955736,0.9770920881955736,M12_Hex_Nut,raw/qwen3.5-9b/original/Gear_Large/Gear_Large.json
qwen3.5:9b,Gear_Large,Large gear,state_101,0.9735164047724816,0.9735164047724816,0.9735164047724816,A,False,0.9719576839269878,0.9719576839269878,M16_Hex_Nut,raw/qwen3.5-9b/state_101/Gear_Large/Gear_Large.json
qwen3.5:9b,Gear_Large,Large gear,state_202,0.9885101914477998,0.9885101914477998,0.9885101914477998,A,False,0.961051284859865,0.961051284859865,M16_Hex_Nut,raw/qwen3.5-9b/state_202/Gear_Large/Gear_Large.json
qwen3.5:9b,Gear_Large,Large gear,state_303,0.9786019334256494,0.9786019334256494,0.9786019334256494,A,False,0.9775283937483789,0.9775283937483789,M12_Hex_Nut,raw/qwen3.5-9b/state_303/Gear_Large/Gear_Large.json
qwen3.5:9b,Gear_Medium,Medium gear,original,0.9869962927933597,0.9869962927933597,0.9869962927933597,A,False,0.9741350416057112,0.9741350416057112,M12_Hex_Nut,raw/qwen3.5-9b/original/Gear_Medium/Gear_Medium.json
qwen3.5:9b,Gear_Medium,Medium gear,state_101,0.9901556971635072,0.9901556971635072,0.9901556971635072,A,False,0.9781398764312801,0.9781398764312801,M16_Hex_Nut,raw/qwen3.5-9b/state_101/Gear_Medium/Gear_Medium.json
qwen3.5:9b,Gear_Medium,Medium gear,state_202,0.992782235340906,0.992782235340906,0.992782235340906,A,False,0.957136214342626,0.957136214342626,M16_Hex_Nut,raw/qwen3.5-9b/state_202/Gear_Medium/Gear_Medium.json
qwen3.5:9b,Gear_Medium,Medium gear,state_303,0.9901540870833156,0.9901540870833156,0.9901540870833156,A,False,0.975171566752523,0.975171566752523,M16_Hex_Nut,raw/qwen3.5-9b/state_303/Gear_Medium/Gear_Medium.json
qwen3.5:9b,Gear_Small,Small gear,original,0.9947807192150099,0.9947807192150099,0.9947807192150099,A,False,0.9728611118240856,0.9728611118240856,M12_Hex_Nut,raw/qwen3.5-9b/original/Gear_Small/Gear_Small.json
qwen3.5:9b,Gear_Small,Small gear,state_101,0.9870051145096616,0.9870051145096616,0.9870051145096616,A,False,0.9758795506445681,0.9758795506445681,M16_Hex_Nut,raw/qwen3.5-9b/state_101/Gear_Small/Gear_Small.json
qwen3.5:9b,Gear_Small,Small gear,state_202,0.9284935559412704,0.9284935559412704,0.9284935559412704,A,False,0.9453193545133319,0.9453193545133319,M16_Hex_Nut,raw/qwen3.5-9b/state_202/Gear_Small/Gear_Small.json
qwen3.5:9b,Gear_Small,Small gear,state_303,0.9863972064164415,0.9863972064164415,0.9863972064164415,A,False,0.9823566667238991,0.9823566667238991,M16_Hex_Nut,raw/qwen3.5-9b/state_303/Gear_Small/Gear_Small.json
qwen3.5:9b,Waterproof_Male,Waterproof connector,original,0.9883934855811446,0.9883934855811446,0.9883934855811446,A,False,0.9868854282735027,0.9868854282735027,DSUB_Male,raw/qwen3.5-9b/original/Waterproof_Male/Waterproof_Male.json
qwen3.5:9b,Waterproof_Male,Waterproof connector,state_101,0.9867760539683733,0.9867760539683733,0.9867760539683733,A,False,0.9784728283900588,0.9784728283900588,DSUB_Male,raw/qwen3.5-9b/state_101/Waterproof_Male/Waterproof_Male.json
qwen3.5:9b,Waterproof_Male,Waterproof connector,state_202,0.9776588073208066,0.9776588073208066,0.9776588073208066,A,False,0.9859501722088905,0.9859501722088905,DSUB_Male,raw/qwen3.5-9b/state_202/Waterproof_Male/Waterproof_Male.json
qwen3.5:9b,Waterproof_Male,Waterproof connector,state_303,0.9876156452125334,0.9876156452125334,0.9876156452125334,A,False,0.9892656799175347,0.9892656799175347,DSUB_Male,raw/qwen3.5-9b/state_303/Waterproof_Male/Waterproof_Male.json
qwen3.5:9b,M12_Hex_Nut,M12 hex nut,original,0.9795658589275005,0.9795658589275005,0.9795658589275005,A,False,0.12385567461284509,0.12385567461284509,Waterproof_Male,raw/qwen3.5-9b/original/M12_Hex_Nut/M12_Hex_Nut.json
qwen3.5:9b,M12_Hex_Nut,M12 hex nut,state_101,0.9753115775402291,0.9753115775402291,0.9753115775402291,A,False,0.09623063979009491,0.09623063979009491,Waterproof_Male,raw/qwen3.5-9b/state_101/M12_Hex_Nut/M12_Hex_Nut.json
qwen3.5:9b,M12_Hex_Nut,M12 hex nut,state_202,0.9130331272087255,0.9130331272087255,0.9130331272087255,A,False,0.17182307690910373,0.17182307690910373,Gear_Small,raw/qwen3.5-9b/state_202/M12_Hex_Nut/M12_Hex_Nut.json
qwen3.5:9b,M12_Hex_Nut,M12 hex nut,state_303,0.9067394148989119,0.9067394148989119,0.9067394148989119,A,False,0.06502849590780369,0.06502849590780369,DSUB_Male,raw/qwen3.5-9b/state_303/M12_Hex_Nut/M12_Hex_Nut.json
