model,state,target,target_name,target_family,posthoc_identity,observed_family,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,logp_A,p_A,p_A_lower,p_A_upper,logp_B,p_B,p_B_lower,p_B_upper,logp_C,p_C,p_C_lower,p_C_upper
qwen3.5:4b,original,Gear_Large,Large gear,gear,Gear_Large,gear,True,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-4b/responses/original/Gear_Large/Gear_Large.json,4.526708999997936,A,-0.33327582478523254,0.7165725184340198,0.7165725184340198,0.7165725184340198,-2.089566230773926,0.12374079912853873,0.12374079912853873,0.12374079912853873,-1.836400032043457,0.15939019410649044,0.15939019410649044,0.15939019410649044
qwen3.5:4b,original,Gear_Medium,Medium gear,gear,Gear_Large,gear,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-4b/responses/original/Gear_Medium/Gear_Large.json,0.05648510000901297,A,-0.33327582478523254,0.7165725184340198,0.7165725184340198,0.7165725184340198,-2.089566230773926,0.12374079912853873,0.12374079912853873,0.12374079912853873,-1.836400032043457,0.15939019410649044,0.15939019410649044,0.15939019410649044
qwen3.5:4b,original,Gear_Small,Small gear,gear,Gear_Large,gear,False,True,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-4b/responses/original/Gear_Small/Gear_Large.json,0.056353699997998774,A,-0.33327582478523254,0.7165725184340198,0.7165725184340198,0.7165725184340198,-2.089566230773926,0.12374079912853873,0.12374079912853873,0.12374079912853873,-1.836400032043457,0.15939019410649044,0.15939019410649044,0.15939019410649044
qwen3.5:4b,original,Waterproof_Male,Waterproof connector,Waterproof_Male,Gear_Large,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-4b/responses/original/Waterproof_Male/Gear_Large.json,0.29270890000043437,C,-2.6024041175842285,0.07409523026952135,0.07409523026952135,0.07409523026952135,-1.3825896978378296,0.25092788350726475,0.25092788350726475,0.25092788350726475,-0.394033819437027,0.6743312503515486,0.6743312503515486,0.6743312503515486
qwen3.5:4b,original,M12_Hex_Nut,M12 hex nut,hex_nut,Gear_Large,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-4b/responses/original/M12_Hex_Nut/Gear_Large.json,0.2929240000084974,C,-3.349580764770508,0.03509906578170005,0.03509906578170005,0.03509906578170005,-0.773283064365387,0.461495459173318,0.461495459173318,0.461495459173318,-0.6884976625442505,0.5023301718981509,0.5023301718981509,0.5023301718981509
qwen3.5:4b,original,M16_Hex_Nut,M16 hex nut,hex_nut,Gear_Large,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-4b/responses/original/M16_Hex_Nut/Gear_Large.json,0.05677339999238029,C,-3.349580764770508,0.03509906578170005,0.03509906578170005,0.03509906578170005,-0.773283064365387,0.461495459173318,0.461495459173318,0.461495459173318,-0.6884976625442505,0.5023301718981509,0.5023301718981509,0.5023301718981509
qwen3.5:4b,original,RGOCG16-50_16mm,16 mm round pin,round_pin,Gear_Large,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-4b/responses/original/RGOCG16-50_16mm/Gear_Large.json,0.32062369998311624,C,-3.252565860748291,0.03867484614244319,0.03867484614244319,0.03867484614244319,-1.8625684976577759,0.15527329864235687,0.15527329864235687,0.15527329864235687,-0.21696333587169647,0.804959481901695,0.804959481901695,0.804959481901695
qwen3.5:4b,original,RGOCG12-50_12mm,12 mm round pin,round_pin,Gear_Large,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-4b/responses/original/RGOCG12-50_12mm/Gear_Large.json,0.05633309995755553,C,-3.252565860748291,0.03867484614244319,0.03867484614244319,0.03867484614244319,-1.8625684976577759,0.15527329864235687,0.15527329864235687,0.15527329864235687,-0.21696333587169647,0.804959481901695,0.804959481901695,0.804959481901695
qwen3.5:4b,original,RGOCG8-50_8mm,8 mm round pin,round_pin,Gear_Large,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-4b/responses/original/RGOCG8-50_8mm/Gear_Large.json,0.053108800027985126,C,-3.252565860748291,0.03867484614244319,0.03867484614244319,0.03867484614244319,-1.8625684976577759,0.15527329864235687,0.15527329864235687,0.15527329864235687,-0.21696333587169647,0.804959481901695,0.804959481901695,0.804959481901695
qwen3.5:4b,original,USB_Male,USB connector + cable,USB_Male,Gear_Large,gear,False,False,False,../vlm_four_scene_20260925/input_crops/original/Gear_Large.png,8643de8c1b1dcf74dc92d04cdefcfdc0735be5d7df1bdc7bdc7e077aadca78b3,qwen3.5-4b/responses/original/USB_Male/Gear_Large.json,0.3232063999748789,C,-4.166497707366943,0.015506473340565038,0.015506473340565038,0.015506473340565038,-2.729512929916382,0.06525106377047887,0.06525106377047887,0.06525106377047887,-0.08546233922243118,0.918087718300437,0.918087718300437,0.918087718300437
